topic,weibo_content,weibo_id
市场行为-股票,#上证快讯#【两市小幅高开 黄金板块领涨】沪深两市周四小幅高开。截至开盘，上证指数报2905.79点，上涨0.07%；深证成指报9467.56点，上涨0.04%；创业板指报1631.46点，下跌0.05%。盘面上，黄金板块领涨，金一文化高开3.14%。基因工程板块表现强势，东富龙、澳洋科技高开超过3%。金融IC板块升温，数码科技、鸿博股份高开超过4%。,4265968127071030
金融无关,【印尼亚运会中国代表团礼服首曝光 蓝色队服了解下[来]】7月25日，“印尼2018年第18届亚运会中国体育代表团礼服交接仪式”在国家体育总局举行。仪式上，第18届亚运会中国体育代表团的礼服——“蓝色梦想”亮相。网友：从“番茄炒蛋”变“蓝天白云”…,4265968047501880
金融无关,【新发现！火星上发现了第一个液态水湖[思考]】25日，法新社消息称，火星上发现了第一个液态水湖。意大利空间局(ASI)的研究员称，这一发现解决了关于火星上是否存在液态水的旷日持久的争论。这个湖约20公里宽，在一个巨大的极地冰川下，位于火星表面下1.5公里处。（央视）,4265966994974760
市场行为-股票,【两融余额终结六连降 较前一交易日增加11.78亿元】中证网讯（记者 柴峥）来自交易所的信息显示，截至7月25日，A股融资融券余额为8932.78亿元，较前一交易日增加11.78亿元，终结六连降。,4265965422752560
市场行为-股票,【开盘：两市小幅高开沪指涨0.07% 酒店及餐饮板块领涨】截至开盘，沪指报2905.79点，涨0.07%，深成指报6467.56点，涨0.04%，创指报1631.46点，跌0.05%。从盘面上看，酒店及餐饮、宁夏、跨境电商居板块涨幅榜前列，化工新材料、啤酒、食品安全居板块跌幅榜前列。,4265965148990650
市场行为-股票,【开盘：两市小幅高开沪指涨0.07% 酒店及餐饮板块领涨】截止今天开盘，沪指报2905.79点，涨0.07%，深成指报6467.56点，涨0.04%，创指报点，跌0.05%。从盘面上看，酒店及餐饮、宁夏、跨境电商居板块涨幅榜前列，化工新材料、啤酒、食品安全居板块跌幅榜前列。,4265964981412390
市场行为-股票,#上证快讯#【ST长生复牌无悬念跌停】7月26日消息，ST长生复牌无悬念跌停，报11.16元，封单超68万手。消息面上，7月24日晚间，长生生物发布公告称，公司股票自7月26日起被实施其他风险警示，股票简称由“长生生物”变更为“ST长生”，交易日涨跌幅限制为5%。7月25日，公司股票停牌一天。,4265964483191560
市场监管,【国家药监局就疫苗监管问答：对全部疫苗进行全链条彻查】针对疫苗监管有关问题，国家药监局25日接受了新华社、中央广播电视总台的联合采访。问：对长春长生生物公司进行飞行检查发现了哪些问题?采取了什么措施？答：根据举报提供的线索，7月6日-8日，国家药品监督管理局会同吉林省食品药品监督管理局对长春长生生物科技有限责任公司（以下简称长春长生生物公司）进行飞行检查；7月15日，国家药监局会同吉林省局组成调查组进驻企业全面开展调查；7月15日，国家药监局发布《关于长春长生生物科技有限责任公司违法违规生产冻干人用狂犬病疫苗的通告》。初步检查发现，长春长生生物公司编造生产记录和产品检验记录，随意变更工艺参数和设备。上述行为严重违反《中华人民共和国药品管理法》《药品生产质量管理规范》（药品GMP）有关规定。国家药监局已责令企业停止生产，收回药品GMP证书，召回尚未使用的狂犬病疫苗，并会同吉林省局对企业立案调查，涉嫌犯罪的移送公安机关追究刑事责任。本次飞行检查所有涉事批次产品尚未出厂和上市销售，全部产品得到有效控制。7月22日，国家药监局部署了对全国疫苗生产企业进行全面检查，7月25日起，在2018年年初对全国45家疫苗生产企业全覆盖跟踪检查的基础上，组织全国监管力量，派出检查组对全部疫苗生产企业原辅料、生产、检验、批签发等进行全流程、全链条彻查，保障人民群众用药安全。问：2017年11月3日公布的百白破疫苗效价不合格问题是如何发现的？目前问题疫苗流向和控制情况如何？答：原国家食品药品监督管理总局接到中国食品药品检定研究院（以下简称中检院）报告，在药品抽样检验中检出长春长生生物公司生产的批号为201605014-01、武汉生物制品研究所有限责任公司（以下简称武汉生物公司）生产的批号为201607050-2的百白破疫苗效价指标不符合标准规定。原食药监总局会同原国家卫生计生委立即组织专家研判，向有关省市发出通知，要求各地做好不合格疫苗处置工作。一是责令企业查明流向。经查，长春长生生物公司生产的该批次疫苗共计252600支，全部销往山东省疾病预防控制中心；武汉生物公司生产的该批次疫苗共计400520支，销往重庆市疾病预防控制中心190520支，销往河北省疾病预防控制中心210000支。二是立即停止使用不合格产品。三是责令疫苗生产企业报告2批次不合格疫苗出厂检验结果，对留样重新检验，认真查找效价不合格原因。四是派出调查组对两家企业开展调查，并进行现场生产体系合规性检查。五是抽取两家企业生产的所有在有效期内的百白破疫苗样品进行检验。涉事疫苗已全部封存并由企业完成召回。长春长生生物公司自去年以来一直未恢复百白破疫苗的生产。武汉生物公司整改后，中检院对其连续生产的30批百白破疫苗进行效价测定，结果全部符合规定，结合现场检查，恢复生产。问：我国采取哪些措施保障疫苗产品质量安全？答：我国已经建立起覆盖疫苗“研发—生产—流通—接种”全生命周期的监管体系，拥有比较完备的疫苗监管体制、法规体系和标准管理，建成科学严谨的疫苗注册审批制度，实施与国际先进水平接轨的药品GMP和严格的药品经营质量管理规范，上市疫苗全部实行国家批签发管理，并建立了疫苗接种异常反应监测报告系统。在批签发方面，为确保疫苗等生物制品的安全、有效，在每批产品上市前由药品检验机构进行资料审核、样品检验及签发，这种监督管理是国际上对疫苗等生物制品监管的通行做法，被世界卫生组织列为各国政府对疫苗类生物制品实行监管的关键职能之一。我国自2001年12月开始对百白破、卡介苗、脊髓灰质炎疫苗、麻疹疫苗、重组乙型肝炎疫苗等5种计划免疫疫苗试行批签发，2006年1月1日起对所有疫苗实施批签发，对规范企业生产、提高产品质量、促进产业有序发展发挥了重要作用。在疫苗生产监管方面，国家药监部门每年组织对疫苗生产企业全覆盖检查。一是按照药品GMP要求、中国药典要求、注册标准要求对疫苗生产质量控制进行跟踪检查。二是根据批签发、国家抽检、不良反应监测等收集到的风险信号开展飞行检查。根据检查发现的缺陷，对企业采取要求整改、发警告信、暂停批签发、召回相关产品或停产等措施。（新华社）,4265964025652370
市场行为-股票,主板高开2.14点，创业板低开，竞价量不大，今天还是强势整理的面大，2935点，10周均线压力！谨慎操作,4265963647730550
市场行为-股票,【95家公司发布中报业绩快报 1.7亿元资金盯上3只白马股】从净利润来看，招商银行上半年实现净利润达447.56亿元，位居首位，上海银行、保利地产、绿地控股、中信证券、海通证券、杭州银行、紫金矿业、川投能源和巨化股份等公司报告期内净利润均超过10亿元。分析人士表示，良好的业绩表现不仅将在当前业绩披露期备受关注，同时随着市场反弹延续，这些业绩白马股也将获得更大的估值修复空间。,4265961756426230
微观经济-企业与房地产,【广深房贷利率涨跌不一，按揭贷款额度仍受限】下半年的个人贷款投放重点仍在消费类贷款，而非按揭贷款。房地产方面，很难看到下调房贷利率和放松限购限售等全面性政策，更多的是类似“卖户口、吸引高端人才落户”等差异化政策。,4265959814326380
金融无关,财联社7月26日讯，在生产下一代iPhone上，苹果将采用非高通的调制解调器。高通芯片只会被用于旧款iPhone。（彭博）,4265959319241470
市场行为-股票,【旅游板块迎双轮驱动 逾10家机构看好4只龙头股】机构评级方面，近30日内旅游板块中共有14只个股受到机构推荐，其中，宋城演艺、中国国旅、锦江股份、中青旅等4只个股期间均受到10家以上机构给予“买入”或“增持”等看好评级，后市机会受到机构普遍看好。,4265959239704950
市场行为-股票,【4天372亿元资金涌入近千只个股 钢铁等三行业最受青睐】近4个交易日中，上证指数累计涨幅达4.73%，沪深两市A股累计大单资金净流入达77.7亿元。其中，沪深两市有989只个股实现大单资金净流入且跑赢同期大盘，合计吸金372亿元。进一步梳理发现，银行、钢铁、国防军工等三行业实现期间大单资金净流入且跑赢同期大盘的个股数量占比居前。,4265956727357730
金融无关,【Get新技能！三刀，桃子轻松去核切成小块！】又到了吃桃子的季节，但是桃子有软有硬，硬的桃子咬起来并不太方便，更适合切成小块来吃。教你一招生活小技巧，切三刀，就能轻松把桃子切成小块↓ 发收藏！,4265956723161520
市场行为-股票,【并购业绩对赌失败 部分公司遭遇“追偿难”】三年前A股市场一窝蜂的资产并购成为部分上市公司的梦魇，并购业绩对赌补偿难题成为难以咽下的苦果。百花村将迎来业绩对赌的关键时刻，倘若2018年华威医药经营仍无起色，被触发业绩补偿。,4265956568045410
市场行为-股票,【天量成交30亿，换手26.78%！康泰生物，谁在大肆抛售，谁在勇敢接盘？】7月25日，康泰生物大幅低开，但终于未再继续“一字”跌停。该股全天低位震荡，收盘大跌9.49%，成交额超过30亿元，换手高达26.78%。三个交易日累计下跌26.69%，市值蒸发110亿元。龙虎榜数据显示，5机构合计卖出5.24亿元。,4265956177571860
市场行为-股票,【中证盘前播报】ST长生今日复牌，涨跌幅限制5%！国家药监局深夜回应问题疫苗流向；劲拓股份获私募举牌；Facebook盘后暴跌,4265954991007950
宏观经济-宏观经济其它,#跟习近平出访#【习近平：推动金砖合作再出发 实现金砖国家共同发展】国家主席习近平25日应邀出席在南非约翰内斯堡举行的金砖国家工商论坛，并发表题为《顺应时代潮流 实现共同发展》的重要讲话，强调金砖国家要顺应历史大势，坚持合作共赢、创新引领、包容普惠、多边主义，为构建新型国际关系、构建人类命运共同体发挥建设性作用。（央视）,4265954457871030
市场行为-股票,【康泰生物连挫市值蒸发逾三成，实控人6000万元火线增持】杜伟民本次增持公司股份计划是基于对公司未来持续发展的信心，但机构们还是选择了抛售。当日，康泰生物成交额创下其上市以来历史新高，达到30.46亿元，换手率高达26.78%，主力资金净流出3亿元。¡查看图片,4265954206361850
金融无关,【新发现！火星发现第一个液态水湖[哆啦A梦吃惊]】25日，有媒体称科学家在火星南极冰层下发现一大型盐水湖，直径约20千米，温度至少-10℃。科学家称，湖上覆盖的冰层和火星富含的溶解盐使得湖水在低温下保持液态。专家认为，虽暂时无法对此湖进行挖掘，但对火星生命迹象的探测更近了一步。,4265953136533320
市场行为-股票,【各路资金逆市举牌35家公司】今年以来，虽然A股市场持续震荡调整，但各路资本仍看好A股市场未来前景，逆势举牌多家公司。据同花顺数据统计，今年以来，A股市场已有35家上市公司被各路资金举牌。具体来看，宝能系举牌兆新股份成为市场热点。7月18日，兆新股份发布公告称，深圳宝信金融服务有限公司从2018年7月11日至2018年7月17日累计增持兆新股份约9412万股，占公司总股本的5%。,4265951685403150
微观经济-企业与房地产,【房贷浙江样本：四大行半年新增760亿，供不应求利率坚挺】在全国房贷紧缩的大背景下，21世纪经济报道记者独家获得的一组数据却显示了浙江走出了一波不一样的趋势：2018年前6个月，工农中建四大国有银行浙江省分行的个人住房贷款余额为8819亿元，比2017年底新增加了760亿元。,4265949320790270
市场监管,【最高法：严惩危害食品药品安全等群众反映强烈的犯罪】最高人民法院25日提出继续加强对严重暴力犯罪的震慑，加大对涉枪涉爆、拐卖传销等犯罪的惩治力度，严惩危害食品药品安全、污染环境、暴力伤医、校园欺凌等群众反映强烈的犯罪，增强人民群众安全感。（新华社）,4265946610887150
市场行为-股票,长生生物股东虞臣潘、张洺豪质押在兴业证券的股票共计1.78亿股，待购回金额6.75亿元。1.78亿股长生生物，对于兴业证券来说，其“持股”比例高达18.29%，已然超过第一大股东高俊芳的持股比例（18.1%），成为“准第一大股东”。这两位出质人质押股票的履约保障比例分别为277.10%和306.62%。从今日起，长生生物被实施其他风险警示，简称变更为“ST长生”，股票交易日涨跌幅限制为5%。以此计算，兴业证券最多还能承受长生生物约11个跌停板。,4265945969670450
市场行为-股票,【兴业证券成长生生物“准第一大股东” 可再承受11个跌停板？】此前，有媒体报道称兴业证券“踩雷”长生生物股权质押，涉及金额约14亿元。对此，昨日兴业证券公告称，长生生物股东虞臣潘、张洺豪质押在兴业证券的股票共计1.78亿股，待购回金额6.75亿元。1.78亿股长生生物，对于兴业证券来说，其“持股”比例高达18.29%，已然超过第一大股东高俊芳的持股比例，成为“准第一大股东”。,4265945398947300
宏观经济-财政与货币政策,【央行金融时报：财政金融政策如何协同发力 “花好钱”才是目的】财联社7月26日讯，央行主管《金融时报》刊文称，实际上，不管是财政还是金融手段，“花钱多”或“资金多”均不是目的，“花好钱”才是目的。而“花好钱”，讲求的不是规模，而是在必要投入之后的产出效率。从国务院常务会议也能看出，政策的导向十分明确，稳基建、扶小微、促技术升级的脉络与此前政策的逻辑保持一致。不过，辨明方向后，还要讲求方法。有了资金，下一步当是如何疏通渠道，让资金和资源流向效率最高的地方。,4265944479970410
市场行为-股票,【A股投资价值显现 887家上市公司发增持计划】《证券日报》记者据同花顺统计得知，今年以来截至7月25日，沪深两市共有887家上市公司发布公司大股东、实际控制人或董监高增持计划或进展公告（二级市场），预计增持规模约589.19亿元。在当前市场环境下，沪深两市不乏有估值处于较低位置的优质个股，这类上市公司的大股东、实际控制人或董监高也在陆续披露一定规模的增持计划。,4265941628201540
市场行为-股票,再次重申，天津股侠只有在新浪微博认证账号（粉丝数量400多万）和今日头条账号（同昵称）记录个人炒股日志，只分享对大盘指数走势的看法，不荐股，不代客理财。没有任何小号和分号，也没有微博所谓的备用账号，也没有任何群，包括QQ群（以前有个交流群，也早就不用了），微信群以及社区股吧等天津股侠账号也都没有，微信仅限于个人私密生活圈不谈股票。也不会私信，微信与你联系任何关于股票合作的事宜。所有天津股侠近似名和盗用天津股侠头像的都是假冒的骗子，与你联系你就拉黑或举报，敬请广大侠粉注意，谨防上当。,4265940361030520
金融无关,发表了博文《谁在毁灭共享单车文明？》谁在毁灭共享单车文明？——50%的小黄车存在人为损毁文/董登新共享单车是城市交通的一次革命，是解决市民交通“最后一公里”难题的中国智慧。对于人口集中、交通拥堵的城市,4265938796872780
市场行为-股票,【港交所的新经济愿景：25年最大力度IPO改革，独角兽扎堆过江】仅7月份，内地在港上市的企业数量就达到了17家，甚至超过内地IPO通过审核数量。而这一数字有望继续攀升。香港市场如此吸引内地企业奔赴的背后则是港交所在今年推出了25年以来最大的上市改革力度>>>,4265937329061420
金融无关,【这么美的9首诗词，竟不知作者是谁】我们经常会遇到一些句子，惊艳于它的美好，却苦于不知出处。而在古诗词中，同样有很多惊艳之作，遗憾的是，竟不知出自谁人之手。大美汉语↓↓↓越回味，越觉得意境无穷。有没有你最爱的那一首？,4265936808804080
市场监管,#财经头条##原创首发##话题词#发布了头条文章：《内幕交易等案件呈下降趋势 严打还有提升空间》,4265936392981620
金融无关,奇迹，源于努力；惊喜，来自勇气。早安~,4265934073969640
市场行为-股票,发布了头条文章：《长生生物疫苗事件暴露出A股市场多少问题》#微博新鲜事##新浪财经##名博评论##有观点的财经社区##今日看盘#@微博股票 如果只是局限于“百白破”事件的话，这样的调查结果对于A股市场发展的意义其实是有限的。除非通过立案调查，最终能够将长生生物踢出A股市场。实际上，通过对长生生物的立案调查，更应该引起市场多方面的反思，进而通过对股市制度的完善，达到让A股市场健康发展的目的。而就长生生物“问题疫苗”事件来说，也确实暴露出A股市场的不少问题。,4265933067055420
金融无关,【30个技巧，做更好的自己[心]】也许你在经历一段挺纠结的岁月：想成为家人的依靠，却发现生活远比想象艰难；安慰自己还小，不少朋友看来却风生水起。不用着急，也不要沮丧，只要还相信梦想和努力，你也会同样熠熠发光。,4265932408377480
金融无关,【萧伯纳的幽默冷峻，来感受下！】①我年轻时注意到，我每做十件事有九件不成功，于是我就十倍地去努力干下去。②女人是世界上最麻烦的动物，而男人则是世界上最爱找麻烦来烦恼的动物。③“未来取决于梦想”，所以赶紧睡觉去。1856年的今天，英国现实主义戏剧作家萧伯纳出生。重温名言，品味智慧。,4265931771632900
金融无关,【30个技巧，做更好的自己[心]】也许你在经历一段挺纠结的岁月：想成为家人的依靠，却发现生活远比想象艰难；安慰自己还小，不少朋友看来却风生水起。不用着急，也不要沮丧，只要还相信梦想和努力，你也会同样熠熠发光。早安！,4265926742195130
宏观经济-财政与货币政策,发表了博文《政策 向颇具深意，该如何解读这个时候的政策动作？》,4265919268731870
市场监管,【国家药监局：疫苗监管问答】初步检查发现，长春长生生物公司编造生产记录和产品检验记录，随意变更工艺参数和设备。国家药监局已责令企业停止生产，收回药品GMP证书，召回尚未使用的狂犬病疫苗，并会同吉林省局对企业立案调查，涉嫌犯罪的移送公安机关追究刑事责任。,4265843221728800
市场监管,【国家药监局：疫苗监管问答】新华社北京7月25日电（新华社记者 齐中熙、赵文君）针对疫苗监管有关问题，国家药监局25日接受了新华社、中央广播电视总台的联合采访。问：对长春长生生物公司进行飞行检查发现了哪些问题?采取了什么措施？答：根据举报提供的线索，7月6日-8日，国家药品监督管理局会同吉林省食品药品监督管理局对长春长生生物科技有限责任公司（以下简称长春长生生物公司）进行飞行检查；7月15日，国家药监局会同吉林省局组成调查组进驻企业全面开展调查；7月15日，国家药监局发布《关于长春长生生物科技有限责任公司违法违规生产冻干人用狂犬病疫苗的通告》。初步检查发现，长春长生生物公司编造生产记录和产品检验记录，随意变更工艺参数和设备。上述行为严重违反《中华人民共和国药品管理法》《药品生产质量管理规范》（药品GMP）有关规定。国家药监局已责令企业停止生产，收回药品GMP证书，召回尚未使用的狂犬病疫苗，并会同吉林省局对企业立案调查，涉嫌犯罪的移送公安机关追究刑事责任。本次飞行检查所有涉事批次产品尚未出厂和上市销售，全部产品得到有效控制。7月22日，国家药监局部署了对全国疫苗生产企业进行全面检查，7月25日起，在2018年年初对全国45家疫苗生产企业全覆盖跟踪检查的基础上，组织全国监管力量，派出检查组对全部疫苗生产企业原辅料、生产、检验、批签发等进行全流程、全链条彻查，保障人民群众用药安全。问：2017年11月3日公布的百白破疫苗效价不合格问题是如何发现的？目前问题疫苗流向和控制情况如何？答：原国家食品药品监督管理总局接到中国食品药品检定研究院（以下简称中检院）报告，在药品抽样检验中检出长春长生生物公司生产的批号为201605014-01、武汉生物制品研究所有限责任公司（以下简称武汉生物公司）生产的批号为201607050-2的百白破疫苗效价指标不符合标准规定。原食药监总局会同原国家卫生计生委立即组织专家研判，向有关省市发出通知，要求各地做好不合格疫苗处置工作。一是责令企业查明流向。经查，长春长生生物公司生产的该批次疫苗共计252600支，全部销往山东省疾病预防控制中心；武汉生物公司生产的该批次疫苗共计400520支，销往重庆市疾病预防控制中心190520支，销往河北省疾病预防控制中心210000支。二是立即停止使用不合格产品。三是责令疫苗生产企业报告2批次不合格疫苗出厂检验结果，对留样重新检验，认真查找效价不合格原因。四是派出调查组对两家企业开展调查，并进行现场生产体系合规性检查。五是抽取两家企业生产的所有在有效期内的百白破疫苗样品进行检验。涉事疫苗已全部封存并由企业完成召回。长春长生生物公司自去年以来一直未恢复百白破疫苗的生产。武汉生物公司整改后，中检院对其连续生产的30批百白破疫苗进行效价测定，结果全部符合规定，结合现场检查，恢复生产。问：我国采取哪些措施保障疫苗产品质量安全？答：我国已经建立起覆盖疫苗“研发—生产—流通—接种”全生命周期的监管体系，拥有比较完备的疫苗监管体制、法规体系和标准管理，建成科学严谨的疫苗注册审批制度，实施与国际先进水平接轨的药品GMP和严格的药品经营质量管理规范，上市疫苗全部实行国家批签发管理，并建立了疫苗接种异常反应监测报告系统。在批签发方面，为确保疫苗等生物制品的安全、有效，在每批产品上市前由药品检验机构进行资料审核、样品检验及签发，这种监督管理是国际上对疫苗等生物制品监管的通行做法，被世界卫生组织列为各国政府对疫苗类生物制品实行监管的关键职能之一。我国自2001年12月开始对百白破、卡介苗、脊髓灰质炎疫苗、麻疹疫苗、重组乙型肝炎疫苗等5种计划免疫疫苗试行批签发，2006年1月1日起对所有疫苗实施批签发，对规范企业生产、提高产品质量、促进产业有序发展发挥了重要作用。在疫苗生产监管方面，国家药监部门每年组织对疫苗生产企业全覆盖检查。一是按照药品GMP要求、中国药典要求、注册标准要求对疫苗生产质量控制进行跟踪检查。二是根据批签发、国家抽检、不良反应监测等收集到的风险信号开展飞行检查。根据检查发现的缺陷，对企业采取要求整改、发警告信、暂停批签发、召回相关产品或停产等措施。,4265840473944610
市场监管,【国家药监局深夜回答问题疫苗流向和控制情况等疑问】#狂犬疫苗生产记录造假##长春长生董事长被刑拘#国家药监局称，初步检查发现，长春长生生物公司编造生产记录和产品检验记录，随意变更工艺参数和设备。7月25日起，在2018年年初对全国45家疫苗生产企业全覆盖跟踪检查的基础上，组织全国监管力量，派出检查组对全部疫苗生产企业原辅料、生产、检验、批签发等进行全流程、全链条彻查，保障人民群众用药安全。,4265821167384600
市场监管,【国家药监局：组织全国监管力量 对全部疫苗生产企业进行全流程、全链条彻查】国家药监局深夜发文称，初步检查发现，长春长生生物公司编造生产记录和产品检验记录，随意变更工艺参数和设备。国家药监局已责令企业停止生产，收回药品GMP证书，召回尚未使用的狂犬病疫苗，并会同吉林省局对企业立案调查，涉嫌犯罪的移送公安机关追究刑事责任。本次飞行检查所有涉事批次产品尚未出厂和上市销售，全部产品得到有效控制。7月22日，国家药监局部署了对全国疫苗生产企业进行全面检查，7月25日起，在2018年年初对全国45家疫苗生产企业全覆盖跟踪检查的基础上，组织全国监管力量，派出检查组对全部疫苗生产企业原辅料、生产、检验、批签发等进行全流程、全链条彻查。长春长生生物公司自去年以来一直未恢复百白破疫苗的生产。武汉生物公司整改后，中检院对其连续生产的30批百白破疫苗进行效价测定，结果全部符合规定，结合现场检查，恢复生产。,4265820227569190
金融无关,一部IPhone，谁赚了更多的钱？,4265819170432890
金融无关,【重庆市卫计委：武汉生物不合格百白破疫苗流向27个区县 涉及儿童142343人】重庆市卫计委官网7月23日通报，武汉生物生产的批号为201607050-2的百白破疫苗效价不合格，其中销往重庆市190520支。流向重庆市27个区县（万州区、涪陵区、渝中区、大渡口区、沙坪坝区、九龙坡区、南岸区、渝北区、巴南区、江津区、合川区、永川区、南川区、綦江区、璧山区、潼南区、开州区、梁平区、城口县、忠县、云阳县、奉节县、巫溪县、石柱县、秀山县、酉阳县、彭水县），完成接种177142支，损耗2000支，封存11378支，涉及儿童142343人。按照国家统一部署，重庆市于2018年3月开始组织专家研究制订补种技术方案，并按照国家免疫程序规定，对接种了不合格百白破疫苗的儿童开展后续剂次的百白破疫苗的常规接种。,4265817472161670
金融无关,【坐飞机携带物品最全攻略， 发收藏！】很多旅客因为在机场安检时查出随身携带危险品、违禁品、管制物品而被列入限制乘坐民用航空器的严重失信人名单。那么乘坐飞机时携带的物品具体都有哪些要求呢？下面这些知识点你一定要记住>>>,4265817430512810
市场行为-股票,今年以来股市行情总体震荡下跌为主，ETF市场却火爆异常，有“神创”之城的创业板50ETF短短半年多，就从不到3亿份激增到了108亿份，激增36倍多。其他ETF也不敢落后，南方中证500ETF今年以来申购资金净流入超过125亿元，总规模超过了280亿！易方达创业板ETF规模也出现了翻倍式增长，从30.7亿份激增到了87.5亿份，总规模超过了136亿元。,4265813537591830
市场行为-股票,群丑齐现形，屁吐屁群爆，烂股票群跌，天蓝多了。晚安诸神！,4265813441334960
微观经济-企业与房地产,【信号！全面宽松确认后房价要蠢蠢欲动？深圳刚刚给出“委婉”表态，上海出手更直接】资金需求规模最大的房地产市场上，政策突然宽松让一些资金链紧绷的房企狂喜不已，买房者则神经紧绷，房价会不会又要涨了？（券商中国）,4265813349120460
金融无关,世上莫名其妙走霉运的人多的是，都在一边为命运生气，一边化愤怒为力量地活着。晚安[心]~,4265812774582910
市场监管,【国务院调查组赴吉林开展案件调查处理工作】据悉，国家药监局正抓紧组织全国监管力量对全部疫苗生产企业进行全流程全链条检查，切实保障人民群众健康。（新华社）,4265811528777310
金融无关,这剧不错，单凭一个个晒得黝黑的演员就知道是下了功夫的！@张嘉译 @老沉,4265805996948180
金融无关,最美的风景，不在别处，在你心上。晚安~,4265805728325270
市场行为-基金,【最怕踏空，外资抄底战打响：这家私募巨头首只国内产品最快本月底建仓！出手就满仓你说牛不牛？】外资私募贝莱德在国内发行的首只私募产品——“贝莱德中国A股机遇私募基金1期”——准备在募集结束后一次性建仓，投资范围全部都是A股股票。该产品募集资金完成后，将于7月底8月初进行建仓，而且都是满仓A股股票。,4265805652933320
宏观经济-外汇与外贸,【#给中美贸易算笔账#丨第六笔：算损失 美国发起贸易战 两败俱伤没有赢家】央视财经频道推出的系列报道“给中美贸易算笔账”。今天，算第六笔账，这场贸易战带来的损失有多大？今年以来，美国对全球多个国家挑起贸易争端，严重危害全球产业链和价值链安全，引发全球市场动荡，并且还将会波及全球更多无辜的跨国公司、一般企业和普通消费者。很显然，美国发起贸易战没有赢家，不仅会两败俱伤，还会损害世界经济的稳定发展。戳长文↓↓,4265802305757460
市场行为-股票,【40亿成交！宁德时代吃下上市后首个跌停，创业板第一股未来怎么走？】7月25日，在创下了95.08元/股的盘中最高价之后，动力电池公司宁德时代午后放量，距离收盘前半个小时大跌9%，最终以跌停板收盘，报收82.59元/股。而40亿元的成交量显示有巨量资金正在博弈。,4265798203728870
市场监管,【武汉生物40万支不合格疫苗如何出厂销往重庆河北？至今无回应】武汉生物制品研究所有限责任公司生产的批号为201607050-2的百白破疫苗，也被查出效价指标不合格问题。这批40万支不合格疫苗中，19万支销往重庆，21万支销往河北。7月23号，重庆市疾控中心曾发布相关问题的“十问十答”，同时称将对接种不合格百白破疫苗儿童进行补种。昨天下午，河北省卫生计生委疾控处副处长吴娅莉接受央广记者专访时，也说明了武汉生物生产的21万支不合格百白破疫苗的流向。对于武汉生物生产的批号为201607050-2的效价指标不合格百白破疫苗，当初如何出厂投放市场，湖北药监、卫生计生等部门，至今没有回应。（中国之声）,4265795561874740
市场行为-基金,【外资抄底战打响：私募巨头贝莱德首只国内产品最快本月底建仓】财联社7月25日讯，外资私募贝莱德在国内发行的首只私募产品——“贝莱德中国A股机遇私募基金1期”——准备在募集结束后一次性建仓，投资范围全部都是A股股票。该产品募集资金完成后，将于7月底8月初进行建仓，而且都是满仓A股股票。（每经）,4265790603349860
市场行为-股票,#猜涨跌赢大奖#活动火爆进行中，豪礼周周送！快来加入我的@天津股侠战队 ！每天参与猜涨跌赢IPhoneX！牛人进步奖、全勤奖、劳模奖、连中奖、安慰奖...只要坚持参与，就有奖励！,4265790146967460
金融无关,#夜读#【最舒服的关系，是不必讨好】作家詹迪·尼尔森说过，最适合的伴侣，就好像走进一座你曾经住过的房子里——你认识那些家具，认识墙上的画，架上的书，抽屉里的东西：如果在这个房子里你陷入黑暗，你也仍然能够自如地四处行走。彼此坦诚，又彼此熟悉，没有那么压抑和猜疑，疲累和伪装。一段好的关系，一定是如此。,4265789652202640
市场监管,【世界卫生组织关于中国狂犬病疫苗事件的媒体声明】世界卫生组织（世卫组织）完全支持中国国家药品监督管理局（中国国家药监局）扣留问题批次狂犬病疫苗、使其不能进入市场的行动。国家药监局在对位于中国吉林省的疫苗生产厂家——长春长生生物科技股份有限公司的生产场地进行飞行检查时，查出该公司在涉事批次狂犬病疫苗生产过程中存在记录造假的问题。政府已经扣留了所有涉事疫苗，避免给患者使用问题疫苗，并停止了该公司的疫苗生产。世卫组织正在等待进一步的调查结果，并随时准备向中国国家卫生主管部门提供支持。,4265789369942760
市场行为-股票,【公告精选：工农中三大行分别出资30亿元投资国家融资担保基金；爱尔眼科总经理减持逾1194万股】7月25日晚间，沪深两市多家上市公司发布公告。工商银行、农业银行、中国银行将分别出资30亿元投资国家融资担保基金；东方金钰称公司及子公司到期未清偿债务共计9.16亿元；爱尔眼科总经理减持逾1194万股；千山药机实控人之一黄盛秋遭平仓被动减持。,4265787147383980
金融无关,【抢先看！第18届亚运会中国体育代表团礼服亮相】25日，2018年第18届亚运会中国体育代表团礼服交接仪式在国家体育总局举行。第18届亚运会将于8月18日至9月2日在印尼举行。,4265786057189410
银行保险业-银行保险,时隔8年后，香港金管局及三家发钞行——渣打银行（香港）、中国银行（香港）、香港上海汇丰银行，于7月24日下午3点，宣布即将发行2018版最新港币。五个面额分别体现了香港作为金融中心的地位（1000港元）、景观壮丽的香港联合国教科文组织世界地质公园（500港元）、承传艺术文化的粤剧（100港元）、香港栖息的蝴蝶（50港元）、以及被市民喜爱的点心和饮茶文化（20港元）。,4265786039843870
市场监管,世卫组织：中国国家药监局调查长春长生行动迅速透明。,4265785553372880
